Write outputs from the Runge-Kutta solution for each time step
time[s]	r[rad/s	v[m/s]
29031.5	-0.1672915508308323	17.112695963179313
29032.0	-0.16729980899780492	17.11351827351387
29032.5	-0.16730806753148766	17.114340620363734
29033.0	-0.16731632643189684	17.115163003730533
29033.5	-0.1673245856990487	17.115985423615886
29034.0	-0.16733284533295958	17.116807880021415
29034.5	-0.16734110533364574	17.117630372948742
29035.0	-0.16734936570112344	17.118452902399486
29035.5	-0.167357626435409	17.11927546837527
29036.0	-0.16736588753651868	17.12009807087772
29036.5	-0.16737414900446881	17.120920709908454
29037.0	-0.16738241083927566	17.121743385469095
29037.5	-0.1673906730409555	17.122566097561265
29038.0	-0.16739893560952468	17.123388846186586
29038.5	-0.1674071985449994	17.12421163134668
29039.0	-0.16741546184739603	17.125034453043167
29039.5	-0.16742372551673082	17.125857311277674
29040.0	-0.16743198955302008	17.126680206051823
29040.5	-0.16744025395628012	17.127503137367235
29041.0	-0.16744851872652725	17.128326105225533
29041.5	-0.16745678386377771	17.12914910962834
29042.0	-0.16746504936804785	17.129972150577277
29042.5	-0.1674733152393539	17.130795228073968
29043.0	-0.1674815814777122	17.131618342120035
29043.5	-0.16748984808313905	17.132441492717103
29044.0	-0.16749811505565074	17.133264679866794
29044.5	-0.16750638239526364	17.134087903570734
29045.0	-0.16751465010199396	17.13491116383054
29045.5	-0.16752291817585802	17.135734460647843
29046.0	-0.16753118661687214	17.13655779402426
29046.5	-0.16753945542505264	17.137381163961418
29047.0	-0.1675477246004158	17.13820457046094
29047.5	-0.16755599414297795	17.139028013524445
29048.0	-0.16756426405275535	17.139851493153564
29048.5	-0.16757253432976435	17.140675009349916
29049.0	-0.16758080497402122	17.141498562115125
29049.5	-0.1675890759855423	17.142322151450816
29050.0	-0.16759734736434387	17.143145777358615
29050.5	-0.16760561911044228	17.14396943984014
29051.0	-0.16761389122385378	17.144793138897022
29051.5	-0.16762216370459476	17.14561687453088
29052.0	-0.16763043655268145	17.14644064674334
29052.5	-0.16763870976813022	17.14726445553603
29053.0	-0.16764698335095737	17.14808830091057
29053.5	-0.1676552573011792	17.14891218286858
29054.0	-0.16766353161881203	17.149736101411698
29054.5	-0.16767180630387216	17.150560056541536
29055.0	-0.16768008135637597	17.151384048259725
29055.5	-0.1676883567763397	17.152208076567888
29056.0	-0.1676966325637797	17.153032141467648
29056.5	-0.16770490871871227	17.153856242960632
29057.0	-0.16771318524115375	17.154680381048465
29057.5	-0.1677214621311205	17.155504555732772
29058.0	-0.16772973938862876	17.15632876701518
29058.5	-0.1677380170136949	17.157153014897307
29059.0	-0.1677462950063352	17.157977299380786
29059.5	-0.16775457336656602	17.158801620467237
29060.0	-0.16776285209440367	17.15962597815829
29060.5	-0.16777113118986445	17.160450372455564
29061.0	-0.1677794106529647	17.16127480336069
29061.5	-0.16778769048372077	17.162099270875295
29062.0	-0.167795970682149	17.162923775001
29062.5	-0.16780425124826567	17.163748315739436
29063.0	-0.16781253218208714	17.164572893092224
29063.5	-0.1678208134836297	17.16539750706099
29064.0	-0.16782909515290972	17.16622215764736
29064.5	-0.16783737718994352	17.167046844852965
29065.0	-0.1678456595947474	17.167871568679427
29065.5	-0.16785394236733772	17.168696329128373
29066.0	-0.16786222550773083	17.169521126201428
29066.5	-0.16787050901594303	17.170345959900217
29067.0	-0.16787879289199062	17.17117083022637
29067.5	-0.16788707713589	17.17199573718151
29068.0	-0.16789536174765748	17.17282068076727
29068.5	-0.1679036467273094	17.17364566098527
29069.0	-0.16791193207486207	17.17447067783714
29069.5	-0.16792021779033187	17.175295731324503
29070.0	-0.16792850387373512	17.17612082144899
29070.5	-0.16793679032508815	17.17694594821223
29071.0	-0.1679450771444073	17.177771111615844
29071.5	-0.1679533643317089	17.17859631166146
29072.0	-0.16796165188700934	17.17942154835071
29072.5	-0.16796993981032493	17.180246821685216
29073.0	-0.16797822810167198	17.181072131666607
29073.5	-0.16798651676106688	17.18189747829651
29074.0	-0.16799480578852594	17.18272286157655
29074.5	-0.1680030951840655	17.18354828150836
